tick,timestamp,node_id,node_type,disrupted,mode,available_supply,production_capacity,mortality_rate,processing_capacity,output_stock,inventory_level,pending_shipments,retail_inventory,safety_stock,stockout_flag,shortage_duration,sales_rate,reorder_request,scenario_id
24,2026-01-01 12:00,wholesaler_1,wholesaler,1,reactive,,,,,,1.76,9.5,,,,,,,1
24,2026-01-01 12:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,5.25,10.42,0.0,1
25,2026-01-01 12:15,supplier_1,supplier,0,reactive,901.28,,,,,,,,,,,,,1
25,2026-01-01 12:15,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
25,2026-01-01 12:15,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,384.33,,,,,,,,,1
25,2026-01-01 12:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
25,2026-01-01 12:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,5.5,10.42,0.0,1
26,2026-01-01 12:30,supplier_1,supplier,0,reactive,900.72,,,,,,,,,,,,,1
26,2026-01-01 12:30,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
26,2026-01-01 12:30,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,399.12,,,,,,,,,1
26,2026-01-01 12:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
26,2026-01-01 12:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,5.75,10.42,0.0,1
27,2026-01-01 12:45,supplier_1,supplier,0,reactive,899.49,,,,,,,,,,,,,1
27,2026-01-01 12:45,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
27,2026-01-01 12:45,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,400.0,,,,,,,,,1
27,2026-01-01 12:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
27,2026-01-01 12:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,6.0,10.42,0.0,1
28,2026-01-01 13:00,supplier_1,supplier,0,reactive,898.61,,,,,,,,,,,,,1
28,2026-01-01 13:00,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
28,2026-01-01 13:00,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,370.0,,,,,,,,,1
28,2026-01-01 13:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
28,2026-01-01 13:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,6.25,10.42,0.0,1
29,2026-01-01 13:15,supplier_1,supplier,0,reactive,898.04,,,,,,,,,,,,,1
29,2026-01-01 13:15,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
29,2026-01-01 13:15,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,383.5,,,,,,,,,1
29,2026-01-01 13:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
29,2026-01-01 13:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,6.5,10.42,0.0,1
30,2026-01-01 13:30,supplier_1,supplier,0,reactive,896.7,,,,,,,,,,,,,1
30,2026-01-01 13:30,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
30,2026-01-01 13:30,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,398.11,,,,,,,,,1
30,2026-01-01 13:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
30,2026-01-01 13:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,6.75,10.42,0.0,1
31,2026-01-01 13:45,supplier_1,supplier,0,reactive,895.28,,,,,,,,,,,,,1
31,2026-01-01 13:45,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
31,2026-01-01 13:45,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,400.0,,,,,,,,,1
31,2026-01-01 13:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
31,2026-01-01 13:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,7.0,10.42,0.0,1
32,2026-01-01 14:00,supplier_1,supplier,0,reactive,893.83,,,,,,,,,,,,,1
32,2026-01-01 14:00,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
32,2026-01-01 14:00,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,370.0,,,,,,,,,1
32,2026-01-01 14:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
32,2026-01-01 14:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,7.25,10.42,0.0,1
33,2026-01-01 14:15,supplier_1,supplier,0,reactive,892.88,,,,,,,,,,,,,1
33,2026-01-01 14:15,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
33,2026-01-01 14:15,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,383.47,,,,,,,,,1
33,2026-01-01 14:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
33,2026-01-01 14:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,7.5,10.42,0.0,1
34,2026-01-01 14:30,supplier_1,supplier,0,reactive,891.89,,,,,,,,,,,,,1
34,2026-01-01 14:30,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
34,2026-01-01 14:30,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,398.41,,,,,,,,,1
34,2026-01-01 14:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
34,2026-01-01 14:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,7.75,10.42,0.0,1
35,2026-01-01 14:45,supplier_1,supplier,0,reactive,891.35,,,,,,,,,,,,,1
35,2026-01-01 14:45,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
35,2026-01-01 14:45,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,400.0,,,,,,,,,1
35,2026-01-01 14:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
35,2026-01-01 14:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,8.0,10.42,0.0,1
36,2026-01-01 15:00,supplier_1,supplier,0,reactive,889.88,,,,,,,,,,,,,1
36,2026-01-01 15:00,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
36,2026-01-01 15:00,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,370.0,,,,,,,,,1
36,2026-01-01 15:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
36,2026-01-01 15:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,8.25,10.42,0.0,1
37,2026-01-01 15:15,supplier_1,supplier,0,reactive,888.58,,,,,,,,,,,,,1
37,2026-01-01 15:15,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
37,2026-01-01 15:15,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,383.88,,,,,,,,,1
37,2026-01-01 15:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
37,2026-01-01 15:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,8.5,10.42,0.0,1
38,2026-01-01 15:30,supplier_1,supplier,0,reactive,887.48,,,,,,,,,,,,,1
38,2026-01-01 15:30,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
38,2026-01-01 15:30,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,398.49,,,,,,,,,1
38,2026-01-01 15:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
38,2026-01-01 15:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,8.75,10.42,0.0,1
39,2026-01-01 15:45,supplier_1,supplier,0,reactive,886.15,,,,,,,,,,,,,1
39,2026-01-01 15:45,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
39,2026-01-01 15:45,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,400.0,,,,,,,,,1
39,2026-01-01 15:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
39,2026-01-01 15:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,9.0,10.42,0.0,1
40,2026-01-01 16:00,supplier_1,supplier,0,reactive,884.66,,,,,,,,,,,,,1
40,2026-01-01 16:00,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
40,2026-01-01 16:00,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,370.0,,,,,,,,,1
40,2026-01-01 16:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
40,2026-01-01 16:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,9.25,10.42,0.0,1
41,2026-01-01 16:15,supplier_1,supplier,0,reactive,883.6,,,,,,,,,,,,,1
41,2026-01-01 16:15,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
41,2026-01-01 16:15,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,384.77,,,,,,,,,1
41,2026-01-01 16:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
41,2026-01-01 16:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,9.5,10.42,0.0,1
42,2026-01-01 16:30,supplier_1,supplier,0,reactive,882.41,,,,,,,,,,,,,1
42,2026-01-01 16:30,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
42,2026-01-01 16:30,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,397.91,,,,,,,,,1
42,2026-01-01 16:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
42,2026-01-01 16:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,9.75,10.42,0.0,1
43,2026-01-01 16:45,supplier_1,supplier,0,reactive,881.55,,,,,,,,,,,,,1
43,2026-01-01 16:45,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
43,2026-01-01 16:45,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,400.0,,,,,,,,,1
43,2026-01-01 16:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
43,2026-01-01 16:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,10.0,10.42,0.0,1
44,2026-01-01 17:00,supplier_1,supplier,0,reactive,880.85,,,,,,,,,,,,,1
44,2026-01-01 17:00,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
44,2026-01-01 17:00,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,370.0,,,,,,,,,1
44,2026-01-01 17:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
44,2026-01-01 17:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,10.25,10.42,0.0,1
45,2026-01-01 17:15,supplier_1,supplier,0,reactive,880.33,,,,,,,,,,,,,1
45,2026-01-01 17:15,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
45,2026-01-01 17:15,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,383.78,,,,,,,,,1
45,2026-01-01 17:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
45,2026-01-01 17:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,10.5,10.42,0.0,1
46,2026-01-01 17:30,supplier_1,supplier,0,reactive,879.3,,,,,,,,,,,,,1
46,2026-01-01 17:30,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
46,2026-01-01 17:30,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,397.69,,,,,,,,,1
46,2026-01-01 17:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
46,2026-01-01 17:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,10.75,10.42,0.0,1
47,2026-01-01 17:45,supplier_1,supplier,0,reactive,877.98,,,,,,,,,,,,,1
47,2026-01-01 17:45,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
47,2026-01-01 17:45,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,400.0,,,,,,,,,1
47,2026-01-01 17:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
47,2026-01-01 17:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,11.0,10.42,0.0,1
48,2026-01-01 18:00,supplier_1,supplier,0,reactive,877.47,,,,,,,,,,,,,1
48,2026-01-01 18:00,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
48,2026-01-01 18:00,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,370.0,,,,,,,,,1
48,2026-01-01 18:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
48,2026-01-01 18:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,11.25,10.42,0.0,1
49,2026-01-01 18:15,supplier_1,supplier,0,reactive,876.93,,,,,,,,,,,,,1
49,2026-01-01 18:15,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
49,2026-01-01 18:15,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,384.0,,,,,,,,,1
49,2026-01-01 18:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
49,2026-01-01 18:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,11.5,10.42,0.0,1
50,2026-01-01 18:30,supplier_1,supplier,0,reactive,875.73,,,,,,,,,,,,,1
50,2026-01-01 18:30,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
50,2026-01-01 18:30,slaughterhouse_1,slaughterhouse,0,reactive,,,,500.0,397.75,,,,,,,,,1
50,2026-01-01 18:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,9.5,,,,,,,1
50,2026-01-01 18:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,11.75,10.42,0.0,1
51,2026-01-01 18:45,supplier_1,supplier,0,reactive,874.29,,,,,,,,,,,,,1
51,2026-01-01 18:45,farm_1,farm,1,reactive,,751.0,0.0286,,,,,,,,,,,1
